link,id,name,bibliography,artist - link,artist - name - first,artist - name - last,artist - name - middle,artist - active,on_view,category,image_link,acquired_id,acquired_from,painting_type,created_year,created_country,about the era,curator notes,copyright,display,label,provenance,history,exhibition history,artist - dates,artist - dates - born,artist - dates - died,artist - birthplace - country,artist - birthplace - state,artist - birthplace - town,dimensions - width,dimensions - units,dimensions - height,dimensions - depth
http://collections.lacma.org/node/171621,171621,Thetis Bringing the Armor to Achilles,About the Era. LACMA collections online. Retrieved on 12/30/2009 from http://collectionsonline.lacma.org/mweb/aa/abouttheera/early_american_paintings_abouttheera.asp,http://collections.lacma.org/node/165383,Benjamin,West,,,"Ahmanson Building, floor 3",American,http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973764-WEB.jpg,M.88.182,Gift from the family of Bernice West Beyers,Oil on canvas,1804,United States,"Although the thirteen colonies that would constitute the United States of America were founded by several different nations, by 1763 (the end of the French and Indian Wars), the British controlled most of North America from the Atlantic Ocean to the Mississippi River. In many respects the American colonies functioned like an English province. Culturally they were largely British; from interior design and dress to painted portraits, wealthy colonists emulated the London fashions of the period. However, there was often a time lag, as examples of the finest British furniture, household goods, and decorative items such as paintings had to be transported across the ocean. At first the only trained artists and artisans in the colonies were emigrants from London who thought fame would be easier to achieve in the less competitive atmosphere of Boston or Philadelphia. By the end of the eighteenth century, this traffic had reversed somewhat, as American artists went to London for their training. Portraits were the most popular genre, since British citizens everywhere wanted visual records of their families and heroes. Historical and literary subjects, such as those by Benjamin West, were usually only painted in London; their appreciation required a more educated audience than was the case with many colonists. The pervasive influence of Britain would continue to affect the development of culture in the United States long after the Revolutionary War had severed the Crown’s political authority.",,,,,,,,,1738,1820,United States,Pennsylvania,Springfield,50.8,cm,68.6,
http://collections.lacma.org/node/171624,171624,In the Catskills,About the Era.,http://collections.lacma.org/node/164870,Emil,Kosa Jr.,Jean,United States,Not currently on public view,American,http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973737-WEB.jpg,M.88.165,"Gift of George Stern, George Stern Fine Arts",Oil on canvas,1942,United States,"The beginning of every century inspires a general sentiment of endless possibilities, and the twentieth century was no exception. A modern age marked by technological wonders had begun, and the United States was to be its focal point. Lewis Mumford, one of the country’s most brilliant thinkers, explained that, unlike Europe, “the New World expanded the human imagination.” Young American students still traveled to Europe, especially Paris, for their initiation to art, but the progressive new ideas of cubism, futurism, and surrealism that they imbibed only found their true home in the United States. As demonstrated by the first generation of modernists in the circle of Alfred Stieglitz, American artists rarely abandoned referential ties to the physical world completely. The simplification of form, multiple perspectives, and ideas about the fourth dimension that radical proponents of cubism espoused would find their most compelling American expressions in the fishermen of Marsden Hartley, and the animal bones and skulls of Georgia O’Keeffe. To these artists, abstraction meant the synthesis of personal experience. The introduction of psychological ideas, first in the form of Sigmund Freud’s discussion of the unconscious and later in the writings and art of the surrealists, found an enthusiastic audience in America. Such new concepts not only expanded ideas about the human mind but also encouraged the liberation of social conduct, in particular, sexual mores. Women increasingly became involved in creative aspects of the new modern age. In 1934 the Los Angeles artists Helen Lundeberg and Lorser Feitelson issued the only surrealist manifesto to appear in the United States, thereby demonstrating that in a relatively short time California had seriously challenged New York as the leader of the brave new world.",,,,,,,,,1903,1968,France,,Paris,101.6,cm,76.2,
http://collections.lacma.org/node/171678,171678,Jean Charlot,"1. About the Era. 2. Vure, Sarah. Circles of Influence: Impressionsim to Modernism in Southern California Art, 1910-1930. Newport Beach, CA. 2000.",http://collections.lacma.org/node/167276,Henrietta,Shore,,United States,Not currently on public view,American,http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973750-WEB.jpg,M.88.176,"Purchased with funds provided by Mr. and Mrs. Robert M. Simpson, Mr. and Mrs. Donald W. Crocker, and Mr. and Mrs. Alfredo F. Fernandez",Oil on canvas,circa 1927,United States,"Four years after the stock market crash of 1929, which triggered the Great Depression, President Franklin Delano Roosevelt initiated the New Deal, a program of domestic reform meant to revive the economy and alleviate the problem of mass unemployment. Toward these ends, he established various new federal agencies, putting many more people to work to do the increased business of government. Thousands of artists were employed, most through the largest program, the Works Progress Administration. Although the government did not dictate the type of art that was to be produced, it did encourage the use of a representational style and American themes. As a result, most of the art created in the decade prior to World War II was humanistic in orientation. Artists, writers, and philosophers of the period became obsessed with the social relevance of art. Although a small group of American artists did attack the societal ills of the nation (housing shortages, unemployment) and of the world in general (the rise of fascism and militarism), most adopted a more pragmatic and even positive attitude. American scene painters captured busy city dwellers on streets, in buses, at work, and at play. Occasionally artists infused an element of humor into the pathos of everyday existence, even in scenes that allude to the political disasters of the day. Regionalists were particularly fond of idealizing the past and aggrandizing the present accomplishments of the country. In fact, the myth of America as a country where everyone lives a pastoral, carefree existence emerged with new vigor in the art of the 1930s. The diversity of the people also emerged as a strong current of social realism. Artists who were accustomed to working in their studios now looked beyond their immediate circles for models. Individuals of various races, professions, or creeds inspired some of the most moving portraits of the century and demonstrated the soul of the people.",,Estate of Henrietta Shore,,,,,,,1880,1963,Canada,,,50.8,cm,60.96,
http://collections.lacma.org/node/171683,171683,Two Things,About the Era.,http://collections.lacma.org/node/167884,Joyce,Treiman,Wahl,,Not currently on public view,American,http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973794-WEB.jpg,M.88.204,Anonymous gift,Oil on canvas,1988,United States,"The beginning of every century inspires a general sentiment of endless possibilities, and the twentieth century was no exception. A modern age marked by technological wonders had begun, and the United States was to be its focal point. Lewis Mumford, one of the country’s most brilliant thinkers, explained that, unlike Europe, “the New World expanded the human imagination.” Young American students still traveled to Europe, especially Paris, for their initiation to art, but the progressive new ideas of cubism, futurism, and surrealism that they imbibed only found their true home in the United States. As demonstrated by the first generation of modernists in the circle of Alfred Stieglitz, American artists rarely abandoned referential ties to the physical world completely. The simplification of form, multiple perspectives, and ideas about the fourth dimension that radical proponents of cubism espoused would find their most compelling American expressions in the fishermen of Marsden Hartley, and the animal bones and skulls of Georgia O’Keeffe. To these artists, abstraction meant the synthesis of personal experience. The introduction of psychological ideas, first in the form of Sigmund Freud’s discussion of the unconscious and later in the writings and art of the surrealists, found an enthusiastic audience in America. Such new concepts not only expanded ideas about the human mind but also encouraged the liberation of social conduct, in particular, sexual mores. Women increasingly became involved in creative aspects of the new modern age. In 1934 the Los Angeles artists Helen Lundeberg and Lorser Feitelson issued the only surrealist manifesto to appear in the United States, thereby demonstrating that in a relatively short time California had seriously challenged New York as the leader of the brave new world.",,Joyce Wahl Treiman Estate,,,,,,,1922,1991,United States,Illinois,Evanston,177.8,cm,177.8,
http://collections.lacma.org/node/172052,172052,Sunlight in the Valley,About the Era.,http://collections.lacma.org/node/165532,Henry,Glintenkamp,,,Not currently on public view,American,http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973946-WEB.jpg,M.90.45,Gift of Christopher DeSantis,Oil on canvas,1912,United States,"The late nineteenth century witnessed a growing cosmopolitanism and sophistication in American culture. Great riches were amassed by railroad tycoons and land barons, and along with this came the desire for a luxurious standard of living. Collectors filled their homes with European as well as American works of art. American artists, generally trained abroad, often painted in styles that were indistinguishable from their European counterparts. Most Americans who studied abroad did so in the European academies, which promoted uplifting subject matter and a representational style that emphasized well-modeled, clearly defined forms and realistic color. Academic painting served American artists well, for their clients demanded elaborate large-scale paintings to demonstrate their wealth and social positions. With an emphasis on material objects and textures, academic artists immortalized their patrons’ importance in full-length portraits. Academic painting dominated taste in Europe throughout the century. But in the 1860s impressionism emerged in France as a reaction to this hegemony. By the 1880s this “new painting” was still considered progressive. Mary Cassatt was the only American invited to participate in the revolutionary Paris impressionist exhibitions. Despite her participation and the early interest of several other American painters, few Americans explored impressionism until the 1890s. Impressionist painters no longer had to choose subject matter of an elevated character but instead could depict everyday scenes and incidents. Nor did impressionists have to record the physical world with the objective detail of a photograph. Artists were now encouraged to leave their studios and paint outside under different weather conditions. American impressionists used the new aesthetic to capture the charm and beauty of the countryside and the city as well as the quiet delicacy of domestic interiors.",,Estate of Henry Glintenkamp,,,,,,,1887,1946,United States,New Jersey,Augusta,101.6,cm,76.2,
http://collections.lacma.org/node/172055,172055,The Embarcadero at Night,"1. About the Era. 2. Los Angeles County Museum of Art Members' Calendar 1991. vol. 28-29, no. 12-1 (December, 1990-January, 1992).",http://collections.lacma.org/node/165038,Rinaldo,Cuneo,,,Not currently on public view,American,http://collections.lacma.org/sites/default/files/remote_images/piction/ma-51009629-WEB.jpg,M.91.9,Gift of James and Linda Ries in memory of H. Edmund Ries,,circa 1927-1928,United States,"The early twentieth century witnessed the transformation of the United States into a modern industrialized society and an international political power. By 1920 more than half of the country’s population lived in urban areas. Seeming to guarantee employment, the cities lured many farmers and African Americans from rural areas. In addition, between 1900 and 1920, 14.5 million immigrants from Europe, Russia, Mexico, and Asia settled here, primarily in urban centers. A new energy was channeled to such cities as New York and Chicago, as massive skyscrapers were erected to furnish much-needed office space and living quarters. Even West Coast cities were affected—the population of Los Angeles tripled between 1900 and 1910; its unplanned urban sprawl and dizzying speed were captured in the zany movies of the Keystone Cops, filmed on the streets of the city.Art reflected these changing social and economic dynamics. Impressionism and Post-Impressionism were still popular. Yet other, more progressive ideas now challenged artists. A strong new commitment to realism emerged in literature and the fine arts.In Philadelphia and New York, a group of artists centered around Robert Henri captured the vitality of urban American life. These realists depicted the hustle and bustle of city streets, the common pleasures of restaurants and various forms of entertainment. Critics dubbed these realists the “Ash Can School” because of their treatment of unidealized subject matter previously considered unattractive. These artists focused on the inhabitants of cities rather than the cities themselves. Their interest in people also led them to create a significant number of single-figure paintings, conveying the human side of the new America . During the 1910s and 1920s the realist celebration of America spread throughout the country, as artists recorded the neighborhoods and people that made their own cities distinct.",,Rinaldo Cuneo Estate,,,,,,,1877,1939,United States,California,San Francisco,91.4,cm,86.4,
http://collections.lacma.org/node/172075,172075,Portrait of Robert Walter Weir,"1. About the Era. 2. Fort, Ilene Susan and Michael Quick. American Art: a Catalogue of the Los Angeles County Museum of Art Collection. Los Angeles: Museum Associates, 1991.",http://collections.lacma.org/node/167578,Julian,Weir,Alden,,Not currently on public view,American,http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31971965-WEB.jpg,M.72.104.1,Gift of M.R. Schweitzer,Oil on canvas,circa 1885,United States,"The late nineteenth century witnessed a growing cosmopolitanism and sophistication in American culture. Great riches were amassed by railroad tycoons and land barons, and along with this came the desire for a luxurious standard of living. Collectors filled their homes with European as well as American works of art. American artists, generally trained abroad, often painted in styles that were indistinguishable from their European counterparts. Most Americans who studied abroad did so in the European academies, which promoted uplifting subject matter and a representational style that emphasized well-modeled, clearly defined forms and realistic color. Academic painting served American artists well, for their clients demanded elaborate large-scale paintings to demonstrate their wealth and social positions. With an emphasis on material objects and textures, academic artists immortalized their patrons’ importance in full-length portraits. Academic painting dominated taste in Europe throughout the century. But in the 1860s impressionism emerged in France as a reaction to this hegemony. By the 1880s this “new painting” was still considered progressive. Mary Cassatt was the only American invited to participate in the revolutionary Paris impressionist exhibitions. Despite her participation and the early interest of several other American painters, few Americans explored impressionism until the 1890s. Impressionist painters no longer had to choose subject matter of an elevated character but instead could depict everyday scenes and incidents. Nor did impressionists have to record the physical world with the objective detail of a photograph. Artists were now encouraged to leave their studios and paint outside under different weather conditions. American impressionists used the new aesthetic to capture the charm and beauty of the countryside and the city as well as the quiet delicacy of domestic interiors.","ROBERT W. WEIR, the father of the artist and also of the painter JOHN FERGUSON WEIR, was born in New York, New York, in 1803. He studied for three years in Florence and Rome, returning to New York in 1827. He was elected a member of the National Academy of Design two years later. He was instructor in drawing at the United States Military Academy from 1834 to 1876 and is best known for his paintings of historical subjects, such as Embarkation of the Pilgrims, 1837- 43 (Capitol Rotunda, Washington, D.C.). He died in New York in 1889. Robert W. Weir was J. Alden Weir’s first teacher and continued to give his son advice and encouragement later in life. The son retained a deep admiration for his father and freely acknowledged his debt to him. Among the first paintings he undertook after his return from study in Paris were a portrait of his father exhibited in 1878 at the National Academy of Design, and a study for the portrait, exhibited at the Society of American Artists. When J. Alden Weir painted his self-portrait for the National Academy of Design in 1886, he acknowledged his debt to his father by including the finished portrait of 1878 in the background. (He also executed a watercolor study, c. 1878 [private collection], possibly in preparation for this important early portrait.) The museum’s portrait of Robert Weir is quite unlike the portrait of 1878 and was painted about seven years later. The earlier work’s dramatic pose and conventional studio lighting from the side and above have been replaced by a direct gaze and frontal illumination. The lack of depth, flat lighting, and discrete brushstrokes in this portrait of his father and the accompanying one of Mrs. Weir may reflect the artist’s interest during these years in the work of Edouard Manet (1832-1883). At the same time the example of the old masters is strong in all his early work. Daughter of an Episcopal priest, Susan Martha Bayard was born in 1817. She taught school before joining the household of Robert W. Weir in 1845 to help raise his nine children after the death of his first wife. On July 15, 1846, they were married, and she bore him seven more children. Most of the sons followed military careers, but John Ferguson Weir, a child of the first marriage, and J. Alden Weir, her youngest son, became artists. Mrs. Weir died in 1900.",,,,,,,,1852,1919,United States,New York,West Point,50.64,cm,60.8,
http://collections.lacma.org/node/172076,172076,Portrait of Mrs. Robert Walter Weir,"Fort, Ilene Susan and Michael Quick. American Art: a Catalogue of the Los Angeles County Museum of Art Collection. Los Angeles: Museum Associates, 1991.",http://collections.lacma.org/node/167578,Julian,Weir,Alden,,Not currently on public view,American,http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31971979-WEB.jpg,M.72.104.2,Gift of M.R. Schweitzer,Oil on canvas,circa 1885,United States,,"ROBERT W. WEIR, the father of the artist and also of the painter JOHN FERGUSON WEIR, was born in New York, New York, in 1803. He studied for three years in Florence and Rome, returning to New York in 1827. He was elected a member of the National Academy of Design two years later. He was instructor in drawing at the United States Military Academy from 1834 to 1876 and is best known for his paintings of historical subjects, such as Embarkation of the Pilgrims, 1837- 43 (Capitol Rotunda, Washington, D.C.). He died in New York in 1889. Robert W. Weir was J. Alden Weir’s first teacher and continued to give his son advice and encouragement later in life. The son retained a deep admiration for his father and freely acknowledged his debt to him. Among the first paintings he undertook after his return from study in Paris were a portrait of his father exhibited in 1878 at the National Academy of Design, and a study for the portrait, exhibited at the Society of American Artists. When J. Alden Weir painted his self-portrait for the National Academy of Design in 1886, he acknowledged his debt to his father by including the finished portrait of 1878 in the background. (He also executed a watercolor study, c. 1878 [private collection], possibly in preparation for this important early portrait.) The museum’s portrait of Robert Weir is quite unlike the portrait of 1878 and was painted about seven years later. The earlier work’s dramatic pose and conventional studio lighting from the side and above have been replaced by a direct gaze and frontal illumination. The lack of depth, flat lighting, and discrete brushstrokes in this portrait of his father and the accompanying one of Mrs. Weir may reflect the artist’s interest during these years in the work of Edouard Manet (1832-1883). At the same time the example of the old masters is strong in all his early work. Daughter of an Episcopal priest, Susan Martha Bayard was born in 1817. She taught school before joining the household of Robert W. Weir in 1845 to help raise his nine children after the death of his first wife. On July 15, 1846, they were married, and she bore him seven more children. Most of the sons followed military careers, but John Ferguson Weir, a child of the first marriage, and J. Alden Weir, her youngest son, became artists. Mrs. Weir died in 1900.",,,,,,,,1852,1919,United States,New York,West Point,50.64,cm,60.8,
http://collections.lacma.org/node/172098,172098,Portrait of a Lady,About the Era. LACMA collections online. Retrieved on 12/30/2009 from http://collectionsonline.lacma.org/mweb/aa/abouttheera/early_american_paintings_abouttheera.asp,http://collections.lacma.org/node/168555,Attributed,Bejamin West,to,England,Not currently on public view,American,http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31973862-WEB.jpg,M.89.142,Gift of the Bernice West Beyers Family Trust,Oil on canvas,late 18th century,United States,"Although the thirteen colonies that would constitute the United States of America were founded by several different nations, by 1763 (the end of the French and Indian Wars), the British controlled most of North America from the Atlantic Ocean to the Mississippi River. In many respects the American colonies functioned like an English province. Culturally they were largely British; from interior design and dress to painted portraits, wealthy colonists emulated the London fashions of the period. However, there was often a time lag, as examples of the finest British furniture, household goods, and decorative items such as paintings had to be transported across the ocean. At first the only trained artists and artisans in the colonies were emigrants from London who thought fame would be easier to achieve in the less competitive atmosphere of Boston or Philadelphia. By the end of the eighteenth century, this traffic had reversed somewhat, as American artists went to London for their training. Portraits were the most popular genre, since British citizens everywhere wanted visual records of their families and heroes. Historical and literary subjects, such as those by Benjamin West, were usually only painted in London; their appreciation required a more educated audience than was the case with many colonists. The pervasive influence of Britain would continue to affect the development of culture in the United States long after the Revolutionary War had severed the Crown’s political authority.",,,,,,,,,1738,1820,United States,,,86.36,cm,102.24,
http://collections.lacma.org/node/172110,172110,Monterey Coast: 17 Mile Drive,About the Era.,http://collections.lacma.org/node/165230,Theodore,Wores,,,Not currently on public view,American,http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31974002-WEB.jpg,M.91.144,Gift of Drs. Ben and A. Jess Shenson,Oil on canvas,1919,United States,"Until 1893, when historian Frederick Jackson Turner declared the western frontier closed, the nation had perceived itself as an ever-expanding geographical entity. The frontier moved westward as the forests of the Adirondacks, Catskills, and Alleghenys of the eastern seaboard were cleared and inhabited. Euro-American settlers pushed across the continent, through the Great Plains and Rocky Mountains, until they reached the Pacific Ocean. Although the actual travels of explorers, government surveyors, and settlers can be traced through the changing locales in landscape paintings, such depictions were to a certain extent idealizations. In the romantic-realist tradition of the Hudson River school, artists emphasized the primitive character of the wilderness and presented the newly cultivated farmlands as agrarian oases divinely blessed by rainbows and golden mists. Artists and writers promoted nature as a national treasure. However, the wealth of the land was measured in commercial as well as aesthetic terms. Railroads and axes appear in paintings as symbols of civilization, yet they also were instruments of destruction. According to some, the nation was preordained by God to span the continent from coast to coast. In 1845 the editor John O’Sullivan coined the term “Manifest Destiny,” referring to the country’s duty to annex western territories and exploit their resources. The same railroad tycoons and land developers who promoted such a policy also commissioned artists to paint epic scenes of the American landscape. Manifest Destiny ignored the rights of Native Americans, who had inhabited the region long before European settlers arrived. Consequently, it is not surprising that Native Americans are absent from, or stereotyped in, most of the painted views of the land they called their home. The West seen in most nineteenth-century paintings was largely one of the imagination.",,,,,,,,,1859,1939,United States,California,San Francisco,101.6,cm,76.2,
http://collections.lacma.org/node/172112,172112,"Cove, Maine",About the Era.,http://collections.lacma.org/node/165265,Maurice,Prendergast,,United States,Not currently on public view,American,http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31974016-WEB.jpg,M.91.16.1,Gift of Mrs. Charles Prendergast,Oil on canvas,circa 1907-1910,United States,"The early twentieth century witnessed the transformation of the United States into a modern industrialized society and an international political power. By 1920 more than half of the country’s population lived in urban areas. Seeming to guarantee employment, the cities lured many farmers and African Americans from rural areas. In addition, between 1900 and 1920, 14.5 million immigrants from Europe, Russia, Mexico, and Asia settled here, primarily in urban centers. A new energy was channeled to such cities as New York and Chicago, as massive skyscrapers were erected to furnish much-needed office space and living quarters. Even West Coast cities were affected—the population of Los Angeles tripled between 1900 and 1910; its unplanned urban sprawl and dizzying speed were captured in the zany movies of the Keystone Cops, filmed on the streets of the city.Art reflected these changing social and economic dynamics. Impressionism and Post-Impressionism were still popular. Yet other, more progressive ideas now challenged artists. A strong new commitment to realism emerged in literature and the fine arts.In Philadelphia and New York, a group of artists centered around Robert Henri captured the vitality of urban American life. These realists depicted the hustle and bustle of city streets, the common pleasures of restaurants and various forms of entertainment. Critics dubbed these realists the “Ash Can School” because of their treatment of unidealized subject matter previously considered unattractive. These artists focused on the inhabitants of cities rather than the cities themselves. Their interest in people also led them to create a significant number of single-figure paintings, conveying the human side of the new America . During the 1910s and 1920s the realist celebration of America spread throughout the country, as artists recorded the neighborhoods and people that made their own cities distinct.",,,,"Maurice Prendergast has been lauded as America’s earliest and finest postimpressionist. From the 1890s through the 1910s he moved away from the impressionistic recording of natural scenes to develop a more personal mode of expression. Though Prendergast painted classic impressionist motifs – the beach, park strollers, quiet harbors – throughout his career, he actually was not interested in subject matter per se. He preferred to experiment with formal elements, conceiving of them abstractly. Cove, Maine marks the beginning of Prendergast’s move to a more avant-garde aesthetic. During a 1907 visit to Paris he was staggered by the art of Paul Cezanne, which was presented at a major retrospective, as well as by the intimist paintings of Edouard Vuillard and the fauves. He noted a “new impulse” in his work arising from the experience. He loosened his brushwork further so that it took an energetic life of its own. The canvas became a tapestry of color and movement analogous to the melody and rhythm of music. He would often construct his compositions literally on the canvas, rather than conceiving of them in preparatory drawings, by first applying then changing the placement of his brushstrokes. With such color symphonies Prendergast advanced the cause of modern art in the United States during the years prior to the 1913 Armory Show, which introduced European modernism to this country.",,,,,1858,1924,Canada,Newfoundland,Saint John&#039;s,76.5,cm,44.1,
http://collections.lacma.org/node/172115,172115,Moonlight: Walls of Tangiers,"1. About the Era. 2. Fort, Ilene Susan and Michael Quick. American Art: a Catalogue of the Los Angeles County Museum of Art Collection. Los Angeles: Museum Associates, 1991.",http://collections.lacma.org/node/164688,Henry,Tanner,Ossawa,,Not currently on public view,American,http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31970110-WEB.jpg,48.32.46,Mr. and Mrs. William Preston Harrison Collection,Oil on canvas,circa 1913-1914,United States,"After the centennial of 1876 the foremost place for American artists to show was no longer New York but Paris. By the late nineteenth century the Paris Salon was the most important exhibition space in the Western world. Artists from many nations would submit their best works to its annual exhibition. The honor of being accepted presaged an artist’s future success. Thousands of paintings, sculptures, and works on paper were presented at each Salon; the exhibition halls were so crowded that paintings were hung to the ceiling with sculptures scattered about. To be hung “on the line” (at eye level) meant a work of art ranked among the best in the show. Since a painting might be skied (hung near the ceiling), many artists painted on a large scale to ensure that their work could be seen no matter where it was placed. Contrary to earlier periods, American painting in the late 1800s was no longer dominated by a single aesthetic. Munich-school paintings—narrative scenes, often based on literature or history and painted in a dark palette—as well as small figure paintings in the realist tradition were popular in both France and the United States. Large portraits represent the academic style that dominated official taste during this era. Bright, sun-drenched scenes by a more progressive group of artists, the impressionists are diametrically opposite in color, mood, and concept to muted tonalist and symbolist works. Whereas the impressionists celebrated contemporary life with all its transformations, the tonalists and symbolists created hazily illuminated, dreamlike imagery. Sculptures range from academic examples of idealized mythological imagery to expressions of the newer interest in the emotive potential of the human form. Equestrian bronzes by Frederic Remington demonstrate that at the turn of the century there was a continuing enthusiasm for heroic depictions of the West despite the increased internationalism of American taste.","Following his 1910 trip to Morocco, Tanner painted many scenes of Tangiers and exhibited them in Chicago at Thurber Art Galleries in 1911 and in New York at M. Knoedler & Co. in 1913. Although Moonlight: Walls of Tangiers has traditionally been dated 1914, based on William Preston Harrison’s authority, the painting may have been executed earlier, for several of the works exhibited in 1913 have similar titles, in particular one painting entitled Moonrise: Walls of Tangiers. Although the North African locale provided the same exotic scenery incorporated in Tanner’s religious images, the Moroccan scenes are not religious. The elimination of a narrative may have assisted Tanner in his exploration of the formal aspects of painting, for it is just during these prewar years that his art underwent its last stylistic change. Tanner used his views of the streets, walls, and arcades of the city to explore the phenomena of color and light, not in an analytical manner as did the impressionists, but rather in harmony with both his own romanticism and turn-of-the-century tonalist trends in Europe and the United States. The Moroccan paintings are all vague, shadowy scenes painted in one predominant hue with thick, scumbled passages over rich glazing on a white ground. The blue and green palette of Moonlight: Walls of Tangiers has shades of yellow, peach, and purple. Tanner had begun to experiment with pigments and glazes around 1907 and by World War I was almost exclusively using the complex technique of layered glazes. Perhaps it was his renewed acquaintance with the Orient that enabled Tanner to develop the more resonant and colorful painting style characteristic of his art from about 1910 until his death in 1937.",,,,,,,,1859,1937,United States,Pennsylvania,Pittsburgh,54.1,cm,65.72,
http://collections.lacma.org/node/172336,172336,"White Mountains, New Hampshire",About the Era.,http://collections.lacma.org/node/165594,Thomas,Doughty,,,Not currently on public view,American,http://collections.lacma.org/sites/default/files/remote_images/piction/ma-51000490-WEB.jpg,AC1992.96.1,Gift of Camilla Chandler Frost,Oil on canvas,1836,United States,"The art of the early Federal period did not greatly differ from that of the late colonial era. Portraits dominated the small field of painting. Victories on land and at sea in the War of 1812 brought the fledgling democracy greater confidence and new national pride. By 1829, when Andrew Jackson assumed the presidency, the foundations for an independent culture were securely laid. The philosopher-poet Ralph Waldo Emerson expressed the mood of the country in 1837: “our day of dependence, our long apprenticeship to the learning of other lands, draws to a close.” The following decades would bring a swell of artistic creativity, focused on native themes that extolled the seemingly limitless bounty of the New World. Portraiture, and to a lesser extent history painting, continued to occupy American artists, but increasing numbers turned to views of the local countryside and its inhabitants. Although the industrial revolution only began in the United States after the War of 1812, the following three decades witnessed economic changes, especially in the north, that significantly affected working conditions, family structure, and even religion. Paintings illustrated American virtues like ingenuity and industry as well as the pleasures of country life. The new taste for genre pictures—scenes of ordinary people involved in everyday activities—seemed ideally suited to the egalitarian attitude of the Jacksonian era. This period also saw the rise of the country’s first truly national school of landscape painting, ultimately known as the Hudson River school. Its earliest, best-known exponent, Thomas Cole, sometimes painted romantic literary subjects in European settings, but his dramatic depictions of the American wilderness helped spur the popularity of American views. As the country developed, paintings of uninhabited wilderness were replaced by views of farms, towns, and factories, but American artists retained their sense of awe about the land.",,,,,,,,,1793,1856,United States,Pennsylvania,Philadelphia,89.54,cm,64.14,
http://collections.lacma.org/node/172465,172465,"Sand Strip, West Point, Maine",About the Era.,http://collections.lacma.org/node/166084,Elmer,Hader,Stanley,,Not currently on public view,American,http://collections.lacma.org/sites/default/files/remote_images/piction/ma-31971061-WEB.jpg,AC1992.153.1,Gift of Mr. Richard Horner and Ms. Lynne Stuart,Oil on canvasboard,1921,United States,"The late nineteenth century witnessed a growing cosmopolitanism and sophistication in American culture. Great riches were amassed by railroad tycoons and land barons, and along with this came the desire for a luxurious standard of living. Collectors filled their homes with European as well as American works of art. American artists, generally trained abroad, often painted in styles that were indistinguishable from their European counterparts. Most Americans who studied abroad did so in the European academies, which promoted uplifting subject matter and a representational style that emphasized well-modeled, clearly defined forms and realistic color. Academic painting served American artists well, for their clients demanded elaborate large-scale paintings to demonstrate their wealth and social positions. With an emphasis on material objects and textures, academic artists immortalized their patrons’ importance in full-length portraits. Academic painting dominated taste in Europe throughout the century. But in the 1860s impressionism emerged in France as a reaction to this hegemony. By the 1880s this “new painting” was still considered progressive. Mary Cassatt was the only American invited to participate in the revolutionary Paris impressionist exhibitions. Despite her participation and the early interest of several other American painters, few Americans explored impressionism until the 1890s. Impressionist painters no longer had to choose subject matter of an elevated character but instead could depict everyday scenes and incidents. Nor did impressionists have to record the physical world with the objective detail of a photograph. Artists were now encouraged to leave their studios and paint outside under different weather conditions. American impressionists used the new aesthetic to capture the charm and beauty of the countryside and the city as well as the quiet delicacy of domestic interiors.",,Estate of Elmer Stanley Hader,,,,,,,1889,1973,United States,California,Pajaro,88.9,cm,59.69,
